Permit Number,Owner Name,Operating Name,Street,City,State,Zip,Zip4,County
CT-W-15009,"Holmberg Orchards, Inc.",Holmberg Orchards,12 Orchard Dr,Gales Ferry,CT,6335,1025,New London
CT-W-15012,Walker Road Vineyards Llc,Walker Road Vineyards,11 Walker Rd,Woodbury,CT,6798,0,Litchfield
CT-W-15014,Maugle Sierra Vineyards Llc,Maugle Sierra Vineyards,825-827 Colonel Ledyard Hwy,Ledyard,CT,6339,0,New London
CT-W-15015,"Sunset Meadow Farm, Llc",Sunset Meadow Vineyards,599 Old Middle St,Goshen,CT,6756,2205,Litchfield
CT-W-15016,"Haight-Brown Vineyard, Llc",Haight-Brown Vineyard,29 Chestnut Hill Rd,Litchfield,CT,6759,4101,Litchfield
CT-W-15017,"Watertown Grape Works, Llc",Northwinds Vineyard,471 Lake Winnemaug Rd,Watertown,CT,6795,3049,Litchfield
CT-W-15018,"Cassidy Hill Vineyard, Llc",Cassidy Hill Vineyard,454 Cassidy Hill Rd,Coventry,CT,6238,1382,Tolland
CT-W-15019,Stonington Seahawk Llc,Saltwater Farm Vineyard,349 Elm St,Stonington,CT,6378,2928,New London
CT-W-15020,"Dalice Elizabeth, Llc",Dalice Elizabeth's Winery,6 Amos Rd,Preston,CT,6365,8701,New London
CT-W-15021,G. L. Bollard Corporation, ,52 Cooper Rd,Bridgewater,CT,6752,1708,Litchfield
CT-W-15022,Paradise Hills Vineyard & Winery Llc,Paradise Hills Vineyard & Winery,15 Wind Swept Hill Rd,Wallingford,CT,6492,0,New Haven
CT-W-15023,"Crystal Ridge Winery, Llc", ,257 Belltown Rd,South Glastonbury,CT,6073,3426,Hartford
CT-W-15024,"White Silo Farm & Winery, Llc", ,32 Route 37 E,Sherman,CT,6784,1427,Fairfield
CT-W-15025,Heritage Trail Vineyards Inc., ,291 N Burnham Hwy,Lisbon,CT,6351,2803,New London
CT-W-15027,"Diageo Americas Supply, Inc.", ,801 Main Ave,Norwalk,CT,6851,1127,Fairfield
CT-W-15028,"Lost Acres Vineyard, Llc",Lost Acres Vineyard,80 Lost Acres Rd,North Granby,CT,6060,0,Hartford
CT-W-15029,"Arrigoni Winery, Llc",Arrigoni Winery,1287 Portland- Colbalt Rd,Portland,CT,6480,1748,Middlesex
CT-W-15030,"Preston Ridge Vineyard, Llc",Preston Ridge Vineyard,100 Miller Rd,Preston,CT,6365,8550,New London
CT-W-15031,"Deercrest Farm, Llc", ,3499 Hebron Ave,Glastonbury,CT,6033,2810,Hartford
CT-W-15033,"Spring Hill Farms, Llc",Spring Hill Vineyards,69 Whittlesey Rd,New Preston,CT,6777,2008,Litchfield
CT-W-16,"Stonington Vineyards, Inc.", ,523 Taugwonk Road,Stonington,CT,6378,0,New London
CT-W-17,"Chamard Vineyards, Inc.",Chamard Vineyards,115 Cow Hill Rd,Clinton,CT,6413,0,Middlesex
CT-W-20232,"Bethlehem Vineyard And Winery, Llc",Bethlehem Vineyard And Winery,46 Town Line Rd,Bethlehem,CT,6751,1516,Litchfield
CT-W-22,"Bishop Farm & Winery, Inc.",Bishop Farms,500 S Meriden Rd,Cheshire,CT,6410,2927,New Haven
CT-W-25,Harold W. Miner,B.F. Clyde's Cider Mill,129 N Stonington Rd,Mystic,CT,6355,3608,New London
CT-W-26,"Sharpe Hill Vineyard, Inc.", ,108 Wade Rd,Pomfret,CT,6258,0,Windham
CT-W-28,Hopkins Vineyard Llc,Hopkins Vineyard,25 Hopkins Rd,Warren,CT,6777,1015,Litchfield
CT-W-30,Jerram Winery Llc,Jerram Winery,535 Town Hill Rd,New Hartford,CT,6057,2517,Litchfield
CT-W-31,"Land Of Nod, Llc", ,99 Lower Rd,East Canaan,CT,6024,2624,Litchfield
CT-W-34,"Edwards Wines, Llc",Jonathan Edwards Winery,74 Chester Main St,North Stonington,CT,6359,1303,New London
CT-W-35,"Priam Vineyards, Llc",Priam Vineyards,11 Shailor Hill Rd,Colchester,CT,6415,2510,New London
CT-W-37,"Taylor Brooke Winery, Llc",Taylor Brooke Winery,848 Route 171,Woodstock,CT,6281,2930,Windham
CT-W-38,Hogans Hard Cider Llc,Hogans Cider Mill,522 Spielman Hwy,Burlington,CT,6013,1609,Hartford
CT-W-39,"Gouveia Vineyards, Llc",Gouveia Vineyards,1339 Whirlwind Hill Rd,Wallingford,CT,6492,2727,New Haven
CT-W-40,Jones Family Farms Winery L.L.C.,Jones Family Farms Winery,65 Eagle Dr,Shelton,CT,6484,1978,Fairfield
CT-W-41,"Strawberry Ridge Vineyard, Inc",The Vineyard At Strawberry Ridge,23 Strawberry Ridge Rd,Warren,CT,6754,0,Litchfield
DE-W-15000,"Pizzadili Partners, Llc",Pizzadili Winery,1683 Peach Basket Rd,Felton,DE,19943,5649,Kent
DE-W-15001,"Nassau Valley Vineyards, L.P., Bartrust, Gp",Nassau Valley Vineyards,32165 Winery Way,Lewes,DE,19958,1630,Sussex
FL-W-1,"Seavin, Inc.",San Sebastian Winery,157 King St,St Augustine,FL,32084,4379,Saint Johns
FL-W-15000,"Bartow Ethanol Of Florida, L.C.", ,1705 E Mann Rd,Bartow,FL,33830,7542,Polk
FL-W-15001,"Schnebly Redland's Winery, Inc.", ,30205 Sw 217th Ave,Redland,FL,33031,7601,Miami-Dade
FL-W-15003,Janis L. Mcknight,Strong Tower Vineyard,17810 Forge Dr,Spring Hill,FL,34610,3080,Pasco
FL-W-15004,"Ridgeback Winery, Inc.", ,301 N Baker St,Mount Dora,FL,32757,5551,Lake
FL-W-15006,E Squared Llc,Something Vino,209 Ferry St,Ft Walton Beach,FL,32548,5806,Okaloosa
FL-W-15007,"Make-N-Take Wines, Inc.",Make-N-Take Wines,700 Blanding Blvd,Orange Park,FL,32065,5812,Clay
FL-W-15008,"Winter Park Wine Enterprises, Inc.",Grapes To Glass,501 N Orlando Ave,Winter Park,FL,32789,2900,Orange
FL-W-15010,David T. Dacasto & Hester R. Dacasto,Tangled Oaks Vineyard,1317 Sr 100,Grandin,FL,32138,0,Putnam
FL-W-15013,"Designing Wine, Llc",Designing Wine,138 S Woodland Blvd,Deland,FL,32720,0,Volusia
FL-W-15015,"Lmw Shop Associates, Llc",Let's Make Wine,1080 Linton Blvd,Delray Beach,FL,33444,1125,Palm Beach
FL-W-15016,"Straight From The Vine, Inc.",Rosevine Winery:Let's Make Wine,11686a Us Highway 1,North Palm Beach,FL,33408,3015,Palm Beach
FL-W-15018,"Tampa Wines, Llc",Aspirations Winery,5116 E Fowler Ave,Tampa,FL,33617,2189,Hillsborough
FL-W-15020,"Winemakers Of Florida, Llc",Vintner's Cellar Winery Of Lakeland,3615 S Florida Ave,Lakeland,FL,33803,4870,Polk
FL-W-15021,Log Cabin Winery Inc,Log Cabin Winery,376 County Rd 309,Satsuma,FL,32189,3434,Putnam
FL-W-15024,"Time To Make Wine, Inc",The Cape Winery,912 Se 46th Ln,Cape Coral,FL,33904,8876,Lee
FL-W-15025,Copp Winery Inc.,Copp Winery,11 Ne 4th Ave,Crystal River,FL,34429,4246,Citrus
FL-W-15026,"Wine By Design, Llc",Wine By Design,855 State Route 434,Winter Springs,FL,32708,2703,Seminole
FL-W-15028,"Suncoast Gifts, Inc.",The Florida Winery,12945 Village Blvd,Madeira Beach,FL,33708,2656,Pinellas
FL-W-15029,"Great Grapes, Llc",The Winery @ The Red Bar,1122 Thomasville Rd,Tallahassee,FL,32303,6264,Leon
FL-W-15031,"Henscratch Farms, Inc.",Henscratch Farms Vineyard & Winery,980 Henscratch Rd,Lake Placid,FL,33852,8220,Highlands
FL-W-15033,Winery Road Inc,Winery Road,6603 S Trask Ave,Tampa,FL,33616,0,Hillsborough
FL-W-15034,James Daniel Wood Jr And Sally Gale Wood,Grande Ridge Winery,7028 Ne Hwy 349,Old Town,FL,32680,2231,Dixie
FL-W-15035,"Kolze's In The Spirit(S), Inc.", ,1070 Whitfield Ave,Sarasota,FL,34243,1230,Manatee
FL-W-15036,Nutrient Drinks Llc,Logical Wine,5071 Sr7,Davie,FL,33314,0,Broward
FL-W-15037,Pit Ventures Llc1,Big Cypress Winery,220 Basik Dr,Naples,FL,34114,0,Collier
FL-W-15038,Royal Manor Vineyard And Winery Llc, ,224 Royal Ave,Interlachen,FL,32148,7267,Putnam
FL-W-15039,"Classic Chemical, Llc",Winemaking Pantry,4571 Clark Rd,Sarasota,FL,34233,3423,Sarasota
FL-W-15040,Two Lions Winery Llc,Two Lions Winery,2194 Main St,Dunedin,FL,34698,5696,Pinellas
FL-W-15044,Vintage Wines Llc,Vintage Wines,3500 Nw Boca Raton Blvd,Boca Raton,FL,33431,5854,Palm Beach
FL-W-15045,Donna J Noldan,Cosy Wine Corner & Embroidery Ii,28750 S Cargo Ct,Bonita Springs,FL,34135,1802,Lee
FL-W-15048,"Old Vine, Llc",Naples Winemaking,1061 Collier Center Way,Naples,FL,34110,8403,Collier
FL-W-15049,"Bunker Hill Vineyard & Winery, Inc.",Bunker Hill Vineyard & Winery,8905 Bunker Hill Rd,Duette,FL,34219,6849,Manatee
FL-W-15050,The Gilded Grape Winery Inc.,The Gilded Grape Winery,4034 Tamiami Trl,Port Charlotte,FL,33952,8439,Charlotte
FL-W-15052,"Island Grove Winery, Llc",Island Grove Winery,24703 Se 193 Rd Ave,Hawthorne,FL,32640,0,Alachua
FL-W-15053,Old Oaks Vineyard Llc, ,1536 Will Lee Rd,Bonifay,FL,32425,6806,Holmes
FL-W-15054,Bluefield Estate Winery Llc,Bluefield Estate Winery,,Gainesville,FL,32641,0,Alachua
FL-W-15055,"Oak Haven Winery, Llc",Oak Haven Winery,32418 Avington Rd,Sorrento,FL,32776,9403,Lake
FL-W-15056,Catania's Winery Llc,Catania's Winery,524 Paul Morris Dr,Englewood,FL,34223,3972,Sarasota
FL-W-15057,Caribbean Distillers Llc,Florida Distillers,425 Recker Hwy,Auburndale,FL,33823,4035,Polk
FL-W-15058,"Yellow River Vineyards, Llc", ,4382 Wilkerson Bluff Rd,Holt,FL,32564,3642,Okaloosa
FL-W-20180,"Riverstone Wines, Llc",Riverstone Wines,15 N Main St,Brooksville,FL,34601,0,Hernando
FL-W-20210,"Black Horse Winery, Inc",Black Horse Winery,420 Kingsley Ave,Orange Park,FL,32073,4828,Clay
FL-W-20398,Endless Summer Vineyard & Winery Llc,Endless Summer Vineyard & Winery,4200 Johnston Rd,Ft. Pierce,FL,34951,3907,St. Lucie
FL-W-38,"Eden Vineyards, Inc.",Eden Vineyards,19709 Little Ln,Alva,FL,33920,3706,Lee
FL-W-41,"Seavin, Inc.",Lakeridge Winery & Vineyards,19239 Us Highway 27 N,Clermont,FL,34711,0,Lake
FL-W-42,"Lester B. Biddle, Jr. & Lucretia K. Biddle, Partners",Three Oaks Winery,3348 Highway 79,Vernon,FL,32462,3724,Washington
FL-W-43,"Chautauqua Vineyards & Winery, Inc.", ,364 Hugh Adams Rd,Defuniak Springs,FL,32433,3429,Walton
FL-W-45,"Mango Bottling, Inc.",Tooter Lingo Liqueurs,767 Clearlake Rd,Cocoa,FL,32922,5208,Brevard
FL-W-46,"Dakotah Vineyards-Winery, Inc.",Dakotah Vineyards & Winery,14365 Nw Highway 19,Chiefland,FL,32626,8282,Levy
FL-W-47,"Florida Orange Groves, Inc.", ,1500 Pasadena Ave S,Saint Petersburg,FL,33707,3718,Pinellas
FL-W-49,"Rosa Fiorelli Winery, Inc.",Rosa Fiorelli Winery,4020 County Road 675 E,Bradenton,FL,34211,9472,Manatee
FL-W-51,"Murielle Winery, Inc.",Murielle Winery,13131 56th Ct,Clearwater,FL,33760,4028,Pinellas
FL-W-52,"Marks Brothers Construction Company, Inc.",Tarpon Springs Castle Winery,320 E Tarpon Ave,Tarpon Springs,FL,34689,4320,Pinellas
FL-W-53,Indian River Beverage Corp.,Celtic Drinks Company,2500 S Harbor Cith Blvd,Melbourne,FL,32901,7206,Brevard
FL-W-54,"Monticello Vineyards & Winery, Inc.",Monticello Vineyards & Winery,1211 Waukeenah Hwy,Monticello,FL,32344,6381,Jefferson
FL-W-55,"Wine Estates International, Inc.",Florida Estates Winery,25241 State Road 52,Land O Lakes,FL,34639,7172,Pasco
FL-W-56,"Chautauqua Vineyards & Winery, Inc.",Emerald Coast Winery,1708 Scenic Gulf Dr,Destin,FL,32550,6900,Walton
FL-W-58,"Wine Estates International, Inc.",Florida Estates Winery,19709 Little Ln,Alva,FL,33920,3706,Lee
FL-W-61,"Seabreeze Of Panama City, Inc.",Seabreeze Winery,13201 Hutchison Blvd,Panama City Beach,FL,32407,3199,Bay
FL-W-68,Empire Wineries Llc,Empire Distilleries & Winery,11807 Little Rd,New Port Richey,FL,34654,1012,Pasco
FL-W-69,"Al-Rite Fruits & Syrups, Inc",Master Syrups Makers,18524 Ne 2nd Ave,Miami,FL,33179,4427,Miami-Dade
FL-W-70,"Florida Berry Wines, Inc.",Keel And Curley Winery,5210 Thonotosassa Rd,Plant City,FL,33565,5700,Hillsborough
FL-W-72,"Brewer Cellars, Llc",D'vine Wine Your Place Or Mine,116 W State Road 434,Winter Springs,FL,32708,2551,Seminole
GA-W-15000,Kenneth Earl Meinhardt,Meinhardt Vineyards & Winery,305 Kennedy Pond Rd,Statesboro,GA,30458,7960,Bulloch
GA-W-15001,"Sharp Mountain Vineyards, Inc.",Sharp Mountain Vineyards,110 Rathgeb Trl,Jasper,GA,30143,4843,Pickens
GA-W-15002,Mary Jakupi-Boutier,Boutier Winery,4506 Hudson River Church Rd,Danielsville,GA,30633,0,Madison
GA-W-15003,"Chateau Elan, Llc", ,100 Tour De France Dr,Braselton,GA,30517,2419,Jackson
GA-W-15004,"Chesser Island Winery, Llc",Chesser Island Winery,3940 Chesser Ln,Folkston,GA,31537,0,Charlton
GA-W-15005,"Blackstock Vineyards, L.L.C.",Blackstock Vineyards And Winery,5452 Town Creek Rd,Dahlonega,GA,30533,3021,Lumpkin
GA-W-15006,Crimson' N Scarletts Vineyards, ,36 Collins Rd,Dawsonville,GA,30534,4400,Dawson
GA-W-15007,"Shannon Vineyards, Inc.",Shannon Vineyards,4197 Savannah Hwy,Sylvania,GA,30467,0,Screven
GA-W-15008,"C S V Wine Company, Llc",Csv Winery,630 Plemons Rd,Crandall,GA,30711,0,Murray
GA-W-15009,Montaluce Llc,M Vineyards,501 Hightower Church Road,Dahlonega,GA,30533,2235,Lumpkin
GA-W-15011,"Horse Creek Winery, Llc",Horse Creek Winery,2873 Highway 76 W,Nashville,GA,31639,3617,Berrien
GA-W-15012,"Yonah Mountain Vineyards, Llc",Yonah Mountain Vineyards,1717 Highway 255,Cleveland,GA,30528,0,White
GA-W-15014,"Vidalia Vineyards, Inc.", ,1151 Ellis Bradley Rd,Claxton,GA,30417,7979,Evans
GA-W-15015,"Monks Meadery, Inc.",Monks Meadery,265 Newton Bridge Rd,Athens,GA,30607,1145,Clarke
GA-W-15016,Sautee-Nacoochee Vineyards Inc.,Sautee-Nacoochee Vineyards,1299 Highway 17,Saute-Nacoche,GA,30571,0,White
GA-W-15017,"Wendell Ronnie Lawrence, Sr.",Ohoopee River Vineyards,42 John Powell Rd,Kite,GA,31049,7201,Johnson
GA-W-15018,"Cavender Creek Winery, Llc",Cavender Creek Vineyards And Winery,3610 Cavender Creek Rd,Dahlonega,GA,30533,0,Lumpkin
GA-W-15019,"Butterducks Estate Winery, Llc",Butterducks Estate Winery,3332 Blue Jay Rd,Guyton,GA,31312,5702,Effingham
GA-W-15020,"Hightower Creek Vineyards, L.L.C.",Hightower Creek Vineyards,7150 Canaan Dr,Hiawassee,GA,30546,3703,Towns
GA-W-15021,"Warm Springs Winery, Llc",Warm Springs Winery,7227 Roosevelt Hwy,Warm Springs,GA,31830,2723,Meriwether
GA-W-15026,"Watermelon Creek Vineyard, Llc",Watermelon Creek Vineyard,2977 Mt Zion Church Rd,Glennville,GA,30427,5245,Tattnall
GA-W-15027,Springtale Winery And Vineyard,Springtale Winery And Vineyards,23072 Hwy 15,White Plains,GA,30678,2051,Greene
GA-W-15028,"Stonewall Creek Vineyards, Llc",Stonewall Creek Vineyards,323 Standing Deer Ln,Tiger,GA,30576,1990,Rabun
GA-W-15030,"Currahee Vineyard & Winery, Inc.", ,372 Cawthon Rd,Toccoa,GA,30577,7276,Stephens
GA-W-20038,"Hard Pressed Beverages, Ltd", ,8660 Blue Ridge Drive Dr,Blue Ridge,GA,30513,4117,Fannin
GA-W-20053,Five Points Berries Llc., ,749 Johnson Cemetery Rd,Mauk,GA,31058,3426,Marion
GA-W-20425,"Little House Vineyards, Inc", ,450 Tipton Trl,Morganton,GA,30560,0,Fannin
GA-W-27,John A. Fuchs,Fox Vineyards,225 Highway 11 S,Social Circle,GA,30025,5003,Newton
GA-W-34,"Habersham Vintners, Inc.", ,7025 S Main St,Helen,GA,30545,3615,White
GA-W-40,"Tiger Mountain Vineyards, Inc.", ,2592 Old Highway 441 N,Tiger,GA,30576,0,Rabun
GA-W-43,"Chestatee Valley Vintners, Llc",Three Sisters Vineyards,439 Vineyard Way,Dahlonega,GA,30533,2952,Lumpkin
GA-W-45,"Georgia Wines, Inc.", ,6469 Battlefield Pkwy,Ringgold,GA,30736,0,Catoosa
GA-W-46,"Dahlonega Wine Company, Llc", ,180 Wolf Mountain Trl,Dahlonega,GA,30533,1909,Lumpkin
GA-W-49,"Raymond R. Courson, Jr",Courson's Winery,2623 Hwy 22,Sparta,GA,31087,0,Hancock
GA-W-50,"Still Pond, Inc.",Still Pond Vineyard,1575 Still Pond Rd,Arlington,GA,39813,5032,Calhoun
GA-W-52,"Frogtown Cellars, Lllp", ,3300 Damascus Church Rd,Dahlonega,GA,30533,6801,Lumpkin
GA-W-53,"Persimmon Creek Vineyards, Llc", ,81 Vineyard Ln,Clayton,GA,30525,2770,Rabun
GA-W-54,"Crane Creek Vineyards, Inc.",Crane Creek Vineyards,916 Crane Creek Rd,Young Harris,GA,30582,2006,Towns
GA-W-55,Robert E. Taylor,Tilford Winery,126 Berry Patch Ln,Kathleen,GA,31047,2015,Houston
GA-W-56,"1810 West Inn, Llc",1810 Country Inn & Winery,254 N Seymour Dr,Thomson,GA,30824,7209,Mcduffie
HI-W-15000,L And G Wines Corp.,Oeno Winemaking,26 Hoolai St,Kailua,HI,96734,6109,Honolulu
HI-W-15001,Nani Moon Mead Llc,Nani Moon Mead,4-939 Kuhio Hwy,Kapaa,HI,96746,1583,Kauai
HI-W-15002,"Organic Hawaiian Wine, Inc.",Ka'u Gold Winery,93-2173 S Point Rd,Naalehu,HI,96772,21,Hawaii
HI-W-15003,Hawaiian Rainforest Water Co. Llc, ,16-665 Milo St,Keaau,HI,96749,8149,Hawaii
HI-W-15005,Levecke Corporation, ,Haliimaile Base Yard,Makawao,HI,96768,0,Maui
HI-W-15006,Cowboy Built Inc.,Kaupakalua Wine And Liquor Company,1830 Kaupakalua Rd,Haiku,HI,96708,1111,Maui
HI-W-268,"Tedeschi Vineyards, Ltd.",Tedeschi Winery,500 Ft. Past Ulupalakua P.O. On Kula Road,Ulupalakua Maui,HI,96790,0,Maui
HI-W-272,"Volcano Vineyards, Llc", ,35 Piimauna Dr,Volcano,HI,96785,0,Hawaii
HI-W-274,Wine The X Llc,Wine The Experience,1016 Kapahulu Ave,Honolulu,HI,96816,1353,Honolulu
IA-W-11,"Sandstone Winery, Inc.",Sandstone Winery,"Lot 20, Block 5; 1 Bl. N. & 2 Blks E. Of Po",Amana,IA,52203,0,Iowa
IA-W-15001,"Harvest Home Vineyards, L.L.C.",Sugar Grove Vineyards,6602 Ginger Ave,Newton,IA,50208,9080,Jasper
IA-W-15002,"Mystic Meads & Melomels, Llc",Mystic Meads,414 2nd Ave Po Box 3 Ave,Grand River,IA,50108,3,Decatur
IA-W-15003,"Park Farm Winery, Inc.",Park Farm,15159 Thielen Rd,Bankston,IA,52039,9348,Dubuque
IA-W-15004,"Sugar Clay Winery And Vineyards, Llc", ,1446 240 Th Ave,Thurman,IA,51654,5047,Fremont
IA-W-15006,"Tassel Ridge Winery, L.L.C.",Tassel Ridge Winery,1681 220th St,Leighton,IA,50143,0,Mahaska
IA-W-15007,"Red Brick Winery, Llc",Red Brick Winery,201 E Main St,Ellston,IA,50074,0,Ringgold
IA-W-15009,"John Ernest Vineyard And Winery, Inc.",John Ernest Vineyard And Winery,3291 N Avenue,Tama,IA,52339,9209,Tama
IA-W-15010,Timber Ridge Winery & Vineyard Ltd., ,33500 153 St,Castana,IA,51010,0,Monona
IA-W-15011,Winneshiek Wildberry Winery L.L.C., ,1966 337th St,Decorah,IA,52101,7768,Winneshiek
IA-W-15012,"Aya Ranch, L.C.", ,3801 W 190th St,Ames,IA,50014,9398,Story
IA-W-15014,"Rosey Acres Winery, Llc", ,102 Brown St,Runnells,IA,50237,1111,Polk
IA-W-15015,Danish Countryside Vines & Wines L.L.C.,Danish Countryside Vines & Wines,1397 280th St,Exira,IA,50076,7619,Audubon
IA-W-15017,Summerset Winery L.L.C.,Summerset Winery,15101 Fairfax St,Indianola,IA,50125,8346,Warren
IA-W-15018,King's Crossing Vineyard & Winery L.L.C.,King's Crossing Vineyard & Winery,53086 260th St,Glenwood,IA,51534,0,Mills
IA-W-15019,Lavern Dale Holm,Bluestem Winery,305 Third St,Parkersburg,IA,50665,1030,Butler
IA-W-15020,"Cedar Ridge Vineyard, Llc", ,1441 Marak Rd,Swisher,IA,52338,0,Johnson
IA-W-15021,"Loess Hills Vineyard And Winery, Llc", ,1120 Old Lincoln Hwy,Crescent,IA,51526,3061,Pottawattamie
IA-W-15022,"Wide River Winery, Llc", ,1776 Deer Creek Rd,Clinton,IA,52732,9507,Clinton
IA-W-15024,"Snus Hill Vineyard & Winery, Inc.", ,2183 320th St,Madrid,IA,50156,7557,Boone
IA-W-15025,"Heartland Harvest, Llc",Heartland Harvest Winery,2116 290th Ave,Fort Madison,IA,52627,9571,Lee
IA-W-15026,"Three Hills Winery, Llc", ,6625 Locust Ave,Newton,IA,50208,8330,Jasper
IA-W-15028,Nancy M. Litch,Old Bank Winery,200 N Main St,Kanawha,IA,50447,7708,Hancock
IA-W-15029,"Guinan Family Winery & Vineyard, Inc.",Santa Maria Vineyard & Winery,218 W 6th St,Carroll,IA,51401,1111,Carroll
IA-W-15030,Iowa Wine Cooperative, ,1400 W Clay St,Osceola,IA,50213,8294,Clarke
IA-W-15031,"White Oak Vineyards, L.L.C.", ,15065 Ne White Oak Dr,Cambridge,IA,50046,8655,Story
IA-W-15032,Donald Mccabe And Linda Mccabe,Lindon Wines,12646 Highway 61,Burlington,IA,52601,8801,Des Moines
IA-W-15035,Pedermeyer L.C.,Deja Vine Vineyards & Winery,2165 Linn Grove Rd,Martelle,IA,52305,9622,Jones
IA-W-15036,Gary I Edgington & Christine L. Carlton,Two Saints Winery,15010 20th Ave,Saint Charles,IA,50240,0,Madison
IA-W-15037,"Mount Valley Vineyard & Winery, L.L.C.",Mt. Valley Vineyard & Winery,20306 340th St,Forest City,IA,50436,7467,Winnebago
IA-W-15038,Spotted Horse Vineyards Llc,Spotted Horse Vineyards,12687 170th St,Arcadia,IA,51430,8535,Carroll
IA-W-15039,Madison County Winery Llc, ,3021 St. Charles Rd,Saint Charles,IA,50240,0,Madison
IA-W-15040,Bel Aire Acres Llc,Bel Aire Estates,4351 Dancer Ave,Saint Ansgar,IA,50472,8604,Mitchell
IA-W-15041,"Alfred Allen, Llc",Vines And Wine,1220 T Ave,Amana,IA,52203,8084,Iowa
IA-W-15042,Grape Escape Vineyard And Winery Inc, ,1185 40th Place,Pleasantville,IA,50225,7608,Marion
IA-W-15043,Loren And Dianna Engelbrecht,Engelbrecht Family Winery,2866 270th St,Fredericksburg,IA,50630,9552,Chickasaw
IA-W-15044,"Prairie Crossing Vineyard And Winery, Llc",Prairie Crossing Vineyard And Winery,31506 Pioneer Trail,Treynor,IA,51575,7156,Pottawattamie
IA-W-15045,"Wilrona, L.L.C.",Fireside Winery,1755 P Ave,Marengo,IA,52301,8567,Iowa
IA-W-15046,Dale Valley Vineyards L.L.C.,Dale Valley Vineyards,3097 285th St,Stuart,IA,50250,8513,Guthrie
IA-W-15047,Stephen & Rebecca Tucker,Whispering Pines Winery,18356 222nd St,Keosauqua,IA,52565,8027,Van Buren
IA-W-15048,Cindy L Bush & William F. Bush,Garden Winery,1001 Market St,Gowrie,IA,50543,0,Webster
IA-W-15049,Sharon Lou Landrum,Double L. Vineyard,40608 Partridge Rd,Holy Cross,IA,52053,8052,Dubuque
IA-W-15050,"Brush Creek Winery, Llc",Brush Creek Winery,16415 298th Ave,Bellevue,IA,52031,9166,Jackson
IA-W-15051,Cedar Valley Winery Inc.,Cedar Valley Winery,2034 Dewberry Ave,Batavia,IA,52533,7634,Jefferson
IA-W-15055,Selma Lodge L.L.C.,Crane Winery,11420 Main St,Selma,IA,52588,0,Van Buren
IA-W-15057,Tucker Hill Vineyards Inc., ,26001 Titan,Hinton,IA,51024,0,Plymouth
IA-W-15059,"Corning Winery And Vineyard, Inc.",Corning Winery And Vineyard,2300 State Hwy,Corning,IA,50841,0,Adams
IA-W-15060,"Barrel Head Winery, Inc",Barrel Head,9995 Laudeville Rd,Dubuque,IA,52003,9431,Dubuque
IA-W-15062,"Covered Bridges Winery, L.L.C.", ,1899 Kiowa Ct,Winterset,IA,50273,8554,Madison
IA-W-15063,"Townsend, L.Lc.",Townsend Winery & Vineyard,2138 160th St,Hansell,IA,50441,7338,Franklin
IA-W-15064,"Iowa Grape Vines Winery, Llc", ,45062 17th St,Preston,IA,52069,9762,Jackson
IA-W-15065,Iowa Wine Cooperative,Iowa Favorites,11320 Jordan Creek Town Center,West Des Moines,IA,50266,0,Polk
IA-W-15066,"Hannel Cellars, Llc",Hannel Cellars,2504 W 15th Street Pl,Sioux City,IA,51103,2709,Woodbury
IA-W-15070,Penoach Winery & Nursery Llc,Penoach Winery,26759 North Ave,Adel,IA,50003,0,Dallas
IA-W-15071,"Two Fools And A Crusher, L.L.C.",Prairie Hawk Vineyards,21496 Chestnut Rd,Council Bluffs,IA,51503,3935,Pottawattamie
IA-W-15072,"Schade Creek Vineyard & Winery, L.L.C.", ,1230 N Warrior Ln,Waukee,IA,50263,0,Dallas
IA-W-15073,Van Wijk Enterprises Llc,Van Wijk Wine,4810 Caldwell Ct,Pleasant Hill,IA,50327,914,Polk
IA-W-15074,Mary Beason,Walnut Tree Winery,1197 13th St,Marion,IA,52302,2556,Linn
IA-W-15075,"Fox Ridge Winery, Llc", ,1465 L Ave,Traer,IA,50675,9366,Tama
IA-W-15076,"Ardon Creek Vineyard And Winery, Llc", ,2391 Independence Ave,Letts,IA,52754,9540,Muscatine
IA-W-15078,"Vines To Wines, Llc",Vines To Wines Winery,684 20th St,Des Moines,IA,50314,1001,Polk
IA-W-15079,"White Barn Vineyard & Winery, Llc", ,2535 645th Ave,Albia,IA,52531,8548,Monroe
IA-W-15080,Wabash Wine Company Llc,Wabash Wine Company,800 W Ferguson Ave,Shenandoah,IA,51601,1113,Page
IA-W-15081,"Elmira Winery, Inc.",Brick Arch Winery,3538 Dolphin Dr Se,Iowa City,IA,52240,0,Johnson
IA-W-15082,"Sunset Ridge Winery, Llc",Sunset Ridge Winery,12613 Highway 52 N,Dubuque,IA,52002,9751,Dubuque
IA-W-15083,"The Winery At Kirkwood, Llc",The Winery At Kirkwood,6301 Kirkwood Blvd Sw,Cedar Rapids,IA,52404,0,Linn
IA-W-15084,"River Valley Forest Services, Inc.",River Valley Orchards & Winery,1645 220th St,Humboldt,IA,50548,8718,Humboldt
IA-W-15086,Duane & Lynette Tracy,Cat Tale Country Wines,537 2nd St,Ocheyedan,IA,51354,0,Osceola
IA-W-15087,"Wooden Wheel Vineyards, L.L.C.", ,1179 Highway 92,Keota,IA,52248,9109,Keokuk
